X,Y,acceptedSc,decimalLon,decimalLat,stateProvi,icon_url
73.863611,20.557222,"""Ceropegia hookeri C.B.Clarke ex Hook.f.""",73.863611000000006,20.557221999999999,,./0.png
77.241,20.0985,"""Ceropegia ciliata Wight""",77.241000000000000,20.098500000000001,,./0.png
77.078,20.0785,"""Ceropegia juncea Roxb.""",77.078000000000003,20.078499999999998,,./0.png
75.9933,10.9977,"""Ceropegia juncea Roxb.""",75.993300000000005,10.997700000000000,"""Kerala""",./0.png
73.77,19.34,"""Ceropegia lawii Hook.f.""",73.769999999999996,19.340000000000000,,./0.png
74.13,16.1,"""Ceropegia fantastica Sedgwick""",74.129999999999995,16.100000000000001,,./0.png
75.915,11.0,"""Ceropegia juncea Roxb.""",75.915000000000006,11.000000000000000,,./0.png
75.99,11.0,"""Ceropegia juncea Roxb.""",75.989999999999995,11.000000000000000,,./0.png
77,11,"""Ceropegia adscendens (Roxb.) Bruyns""",77.000000000000000,11.000000000000000,,./0.png
79.5,10.5,"""Ceropegia adscendens (Roxb.) Bruyns""",79.500000000000000,10.500000000000000,,./0.png
76.516667,11.25,"""Ceropegia umbellata (Haw.) Bruyns""",76.516666999999998,11.250000000000000,,./0.png
76.687306,10.936917,"""Ceropegia umbellata (Haw.) Bruyns""",76.687306000000007,10.936916999999999,,./0.png
74.3,33.38,"""Ceropegia plicatiloba (Lavranos) Bruyns""",74.299999999999997,33.380000000000003,,./0.png
77,33,"""Ceropegia macrantha Wight""",77.000000000000000,33.000000000000000,,./0.png
74.92,32.73,"""Ceropegia macrantha Wight""",74.920000000000002,32.729999999999997,,./0.png
